Company,Description,Phone,Address,Website,Total reviews,Rate reviews,Plus code,Image url,Accessibility
Copacabana Sports,Quadra de basquete,(41) 98825-4162,"Rua Ney Pacheco, 419-521 - Cidade Industrial de Curitiba, Curitiba - PR, 81460-176",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(81),"4,2","FMC7+32 Cidade Industrial de Curitiba, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPh8GSZuI-jrtnb6-4oUDYGaPvnZfldfzGcOGrg=w426-h240-k-no,true
Quadra Pública de Tênis - Arthur Bernardes,Quadra de esportes,,"Rua Antônio Simm, 809 - Capão da Imbuia, Curitiba - PR, 82800-290",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(211),"4,8","HQ8C+Q2 Capão da Imbuia, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNVfB7OXmiL1RaLjLPa6HAyjDUBnyJcf8IpZ_YY=w408-h306-k-no,true
Quadra de Basquete Wenceslau,Quadra de tênis,,"Av. Presidente Arthur da Silva Bernardes, 589 - Portão, Curitiba - PR, 80320-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(274),"4,5","GMVW+3R Portão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPa9tCRBjW156FzN4WBl6Bykvl_oCFkF0qhYQ9-=w408-h408-k-no,false
Jardim Ambiental - Quadra De Tênis,Quadra de basquete,,"Av. Presidente Wenceslau Braz, 2205k - Lindoia, Curitiba - PR, 81010-001",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(81),"4,1","GPFF+WR Lindoia, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPbCjPL85LYEkujR7abmgWBrniB2hizyM0K53uR=w408-h544-k-no,false
Ginasio De Esportes Pinheirinho,Quadra de tênis,(41) 99986-7132,"Cristo Rei, Curitiba - PR, 81020-430",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(71),"4,5","HP9X+8G Cristo Rei, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipM41fz1bxWjMexcM8Wem36UMTAzIIQaDYgpIplE=w426-h240-k-no,false
Brasil Soccer,Quadra de esportes,(41) 98403-9747,"Rua Francisco Dallalibera, 910 - Santa Felicidade, Curitiba - PR, 82030-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(262),"4,4","JM5C+2Q Santa Felicidade, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNXWhBAUiinlodX1QjF__cDnEevFjYGX9Xve-RO=w408-h306-k-no,false
Meia Praia Beach Sports,Campo de futebol,(41) 99236-4876,"R. João Bettega, 1250 - Portão, Curitiba - PR, 81050-030",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(492),"4,6","GMFV+GC Portão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPeRGUCXra0EcsItavpD7NUB4a5Onw8o4HSbdrL=w408-h306-k-no,true
Armazém da Bola,Quadra de esportes,(41) 99232-2800,"R. Durval Jungles, 98 - Pinheirinho, Curitiba - PR, 81870-340",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(121),"4,8","FPG5+H6 Pinheirinho, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMolKYbCgT4zPpp2qLN_K7FovwruBd0It2SlOrR=w426-h240-k-no,true
Dna Sports - Futevôlei Curitiba - Futevôlei em Curitiba.,Quadra de esportes,(41) 99999-5918,"Rua Renato Polatti, 2800 - Campo Comprido, Curitiba - PR, 81020-490",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(381),"4,2","GMQC+HJ Campo Comprido, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOexuZnyIvI7P7hCEj6BzJhAtbT3xLXHr_Hd-ph=w408-h306-k-no,false
Arena Grécia Tennis e Beach Sports,Quadra de esportes,(41) 98837-6117,"R. Carlos de Laet, 2200 - Hauer, Curitiba - PR, 81610-050",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(51),"4,7","GQ84+XM Hauer, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMKpBzj77AA2w0SpSFgKPiaJ9OvRPxiHdM-6-g=w408-h425-k-no,true
Curitiba Beach Sports,Quadra de esportes,(41) 99270-3663,"BEACH SPORTS: Rua Pará 1460 TENNIS: Rua Pará 1476, R. Amazonas, 1315 - entrada secundária - Água Verde, Curitiba - PR, 80610-020",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(103),"4,8","GPH6+QX Água Verde, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNIBOEzMohpw8JqDvwOuR99QJFSvjX1nTBzdM3x=w426-h240-k-no,false
Quadras de Areia do Parque Barigüi,Quadra de esportes,,"Rua Manoel Vicente de Oliveira Mello, 1581 - Tarumã, Curitiba - PR, 82530-460",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(40),"4,9","HQ88+QJ Tarumã, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPeWv2CH09jad0nhh3dTjM3gwXWvmbLGJzqzm_d=w408-h544-k-no,true
Adm Esportes,Campo de futebol,(41) 3333-9339,"Alameda Ecologica Burle Marx, 625 - Mercês, Curitiba - PR, 80710-410",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(5),"4,4","HMHR+4V Mercês, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNJgjc5I7M6gUZ7heqUvME3EEvaR3cqyHvjx2Vi=w408-h306-k-no,false
Avn Sports,Campo de futebol,(41) 99918-0620,"R. Otávio Francisco Dias, 150 - Água Verde, Curitiba - PR, 80620-310",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(513),"4,4","GPWF+2M Água Verde, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPKOKEiV-Kz6o-fvJ20FbjtYOIUxpC1z08H3HCU=w408-h306-k-no,true
Portal da Bola Curitiba,Quadra de esportes,(41) 99146-1436,"R. Dr. Danilo Gomes, 1000 - Boqueirão, Curitiba - PR, 81670-250",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(782),"4,5","FPRX+3J Boqueirão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipODBQzCPuqI273davadNobT5dHIt7REjlC1bDrL=w408-h544-k-no,true
Quadra de Futevôlei,Campo de futebol,,"R. Lamenha Lins, 2077 - Rebouças, Curitiba - PR, 80220-080",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(351),"4,4","GPWJ+CG Rebouças, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMlsv_-D1ZlVoheJs7aNfJ2wd9mZCxOowK5drux=w408-h306-k-no,true
Vita Beach Sports,Quadra de vôlei de praia,(41) 99265-3910,"Av. Presidente Arthur da Silva Bernardes, 693 - Vila Izabel, Curitiba - PR, 80320-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(16),"4,6","GMRW+JX Vila Izabel, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOZfjcDg6I_b_j-qyKzsCO5dGWniHRUMkkvXCZY=w408-h306-k-no,false
Areia Carioca CWB - Esportes de Praia,Escola de esportes,(41) 99181-5762,"R. Paula Gomes, 374 - São Francisco, Curitiba - PR, 80510-070",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(143),"4,8","HPGG+8P São Francisco, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOj4JKbyCS_tN-UEJEkxIZBGMwuTdtvbxngPIsX=w408-h272-k-no,true
Skinabol,Quadra de esportes,(41) 3095-0678,"R. Paulo Setúbal, 490 - Hauer, Curitiba - PR, 81630-110",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(99),"4,7","GP8R+X4 Hauer, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMaKDYnyE477m-Rxmj3ICnEssBm-cy9OPBaFynC=w408-h272-k-no,true
"KB Quadras Esportivas, colocação de grama sintética em Curitiba",Campo de futebol,(41) 99693-1950,"Rua Nestor Victor, 213 - Água Verde, Curitiba - PR, 80620-400",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(584),"4,6","GPWC+7G Água Verde, Curitiba - PR",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGIhaXKZjiqBy2xJIwc2JbrJ5e4ftRY0YD2S-J3qCtj4OKJmZyZvyHCzH38LBm51g9YKJbg1qAPCk0h9AazrttKuogcv6fAjwsrKuWck5YyQ7AlqUESYAKgAS_xxS7YwAQpWCNPgsfjnld2nz7jYNSSlsHpxFUCQ1-Pdxw7xC_ntHdzo5PwM-7Ar75q9K37kvYHmg=w408-h306-k-no,true
Quadra de tênis Leo Gava,Quadra de futsal,(41) 98402-4666,"R. Rosa Carvalho Chaves, 367 - Fanny, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(395),"4,5","GP6C+CV Fanny, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPgSf9tzWieJTq8BUYnh-ofcDk7zsTcCsnTxZqz=w408-h306-k-no,true
Galo Futsal,Quadra de tênis,(41) 99224-2270,"R. João Gava, 860 - Abranches, Curitiba - PR, 82130-010",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(24),"5,0","JP7F+XV Abranches, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipP9GG0KPPjPuT0JcyLX7BjgCMQVApiPGnnLALjT=w408-h725-k-no,false
i9 Beach Sports,Quadra de esportes,(41) 99129-0919,"R. Rio Guaporé, 764 - Bairro Alto, Curitiba - PR, 82840-320",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(178),"4,7","HQXW+G2 Bairro Alto, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPkFzXqVU4SJICqhmtZ8CWEGVEux9xkg-IF1Jax=w426-h240-k-no,true
Marcão Escola de Futebol Oficial,Quadra de esportes,(41) 99989-7206,"R. Mercedes Seiler Rocha, 327 - Bacacheri, Curitiba - PR, 82520-740",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(109),"4,9","HQRG+FM Bacacheri, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMAcmDkqMNgFDvRMKUsp6DWRoJ7vsgaBSjgp2ei=w408-h545-k-no,true
Centro Esportivo Bagozzi,Quadra de esportes,,"Rua 24 de Maio, 988 - Rebouças, Curitiba - PR, 80230-080",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(42),"4,9","HP3H+HJ Rebouças, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNg2M2HgM3zE0HpPlzlJ88LoaxMv-cgNj-qoPRn=w408-h544-k-no,true
Quadra Poliesportiva do Parque Barigui,Quadra de esportes,,"R. Caetano Marchesini, 850 - Portão, Curitiba - PR, 81070-110",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(241),"4,5","GMFX+9F Portão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNYwSe1ecEGFX4U7xjUc4BHHyFB2mnaDMmJxg9H=w426-h240-k-no,false
Trevo 116 Sports,Quadra de esportes,(41) 98760-6023,"Mercês, Curitiba - PR",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(3),"4,7","HMHV+W6 Mercês, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipN90Mz1qT32Gnkj8M3WbCk6mMh4HNc3AjZKbMZN=w408-h306-k-no,true
Quadra de Basquete,Quadra de esportes,,"BR-476, 3356 - Tingui, Curitiba - PR, 82600-080",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(147),"4,7","JQ4Q+HR Tingui, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPhLwXjy6587d0QhDtuuGKmzWOJVLQXZXZNXRXm=w408-h306-k-no,true
Jogadeira Esportes na Areia,Quadra de basquete,(41) 99944-4977,"Bacacheri, Curitiba - PR, 81020-430",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(34),"4,5","JQ3J+86 Bacacheri, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipO9Oscwp6L9V2VavA4ahw4fR7gUIpNuwD7srrDa=w408-h544-k-no,false
Quadra Poliesportiva 2 do Jardim Ambiental,Quadra de esportes,,"Rua Anne Frank, 690 - Hauer, Curitiba - PR, 81730-010",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(81),"4,7","GPGX+VR Hauer, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOgdaRNxTDMoInvexsErtylL36K8wAt_gzHAx8b=w408-h306-k-no,true
Bosque Esporte,Quadra de esportes,(41) 99615-5978,"R. Schiller - Hugo Lange, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(4),"4,0","HQJ2+46 Hugo Lange, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOC_ewk4OXjpOa23ELIjRxtSDgJnUIK7jIbuQrP=w408-h907-k-no,false
Arena Batel Beach Tennis,Quadra de esportes,(41) 99223-2719,"Estr. Delegado Bruno de Almeida, 980 - Tatuquara, Curitiba - PR, 81480-000",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(211),"4,5","CMJP+WJ Tatuquara, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMqLCcIIaMJQJZV_qR5oHdYhybxykaoGw5hXUvz=w408-h544-k-no,true
Espartakos,Quadra de esportes,(41) 3367-9905,"Av. N. Sra. Aparecida, 1051 - Seminário, Curitiba - PR, 80310-100",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(274),"4,3","HM2R+PM Seminário, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipM8fwA2CT8M5XNycs0OwH2hHw4JqvTk4ZTxN8xW=w408-h424-k-no,true
bola de meia futebol7 em grama sintética,Quadra de esportes,(41) 3333-6173,"R. José Zgoda, 53 - Bairro Alto, Curitiba - PR, 82820-440",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(441),"4,4","HQQH+4Q Bairro Alto, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNP43B3XrmmiQfWLhzJ6TFXcdGx0IIREZL2MbJ9=w408-h544-k-no,true
